ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
criait,kRijE,crier,VER,,,6.37,ind:imp:3s;,0,CCVYV,VER
criant,kRij@,crier,VER,,,3.82,par:pre;,0,CCVYV,"ADJ,VER"
crient,kRi,crier,VER,,,5.35,ind:pre:3p;,0,CCV,VER
croient,kRwa,croire,VER,,,29.38,ind:pre:3p;,0,CCYV,VER
croirait,kRwaRE,croire,VER,,,12.22,cnd:pre:3s;,0,CCYVCV,VER
croiront,kRwaR§,croire,VER,,,4.14,ind:fut:3p;,0,CCYVCV,VER
croisent,kRwaz,croiser,VER,,,1.16,ind:pre:3p;,0,CCYVC,VER
croit,kRwa,croire,VER,,,68.72,ind:pre:3s;,0,CCYV,VER
croît,kRwa,croître,VER,,,1.2,ind:pre:3s;,0,CCYV,"NOM,VER"
croyaient,kRwajE,croire,VER,,,4.7,ind:imp:3p;,0,CCYVYV,VER
croyait,kRwajE,croire,VER,,,22.86,ind:imp:3s;,0,CCYVYV,VER
croyant,kRwaj@,croire,VER,,,3.17,par:pre;,0,CCYVYV,"VER,ADJ,NOM"
cuisinait,k8izinE,cuisiner,VER,,,1.09,ind:imp:3s;,0,CYVCVCV,VER
cuit,k8i,cuire,VER,m,s,7.39,ind:pre:3s;par:pas;,0,CYV,"VER,ADJ"
dansaient,d@sE,danser,VER,,,1.2,ind:imp:3p;,0,CVCV,VER
dansait,d@sE,danser,VER,,,3.15,ind:imp:3s;,0,CVCV,VER
dansant,d@s@,danser,VER,,,2.25,par:pre;,0,CVCV,"ADJ,VER"
dansent,d@s,danser,VER,,,5.58,ind:pre:3p;,0,CVC,VER
datant,dat@,dater,VER,,,1.01,par:pre;,0,CVCV,VER
débarquent,debaRk,débarquer,VER,,,1.84,ind:pre:3p;,0,CVCVCC,VER
débat,deba,débattre,VER,,,1.23,ind:pre:3s;,0,CVCV,"NOM,VER"
déchirent,deSiR,déchirer,VER,,,1.26,ind:pre:3p;,0,CVCVC,VER
décident,desid,décider,VER,,,3.37,ind:pre:3p;,0,CVCVC,VER
déçoit,deswa,décevoir,VER,,,1.18,ind:pre:3s;,0,CVCYV,VER
découvert,dekuvER,découvrir,VER,m,s,46.22,par:pas;,0,CVCVCVC,"ADJ,NOM,VER"
découvrait,dekuvRE,découvrir,VER,,,1.3,ind:imp:3s;,0,CVCVCCV,VER
découvrant,dekuvR@,découvrir,VER,,,1.11,par:pre;,0,CVCVCCV,VER
découvrent,dekuvR,découvrir,VER,,,2.77,ind:pre:3p;sub:pre:3p;,0,CVCVCC,VER
découvrit,dekuvRi,découvrir,VER,,,1.61,ind:pas:3s;,0,CVCVCCV,VER
décrit,dekRi,décrire,VER,m,s,6.93,ind:pre:3s;par:pas;,0,CVCCV,"VER,ADJ"
décrivait,dekRivE,décrire,VER,,,1.07,ind:imp:3s;,0,CVCCVCV,VER
déduit,ded8i,déduire,VER,m,s,2.41,ind:pre:3s;par:pas;,0,CVCYV,"VER,NOM"
défait,defE,défaire,VER,m,s,2.25,ind:pre:3s;par:pas;,0,CVCV,"VER,ADJ"
défend,def@,défendre,VER,,,7,ind:pre:3s;,0,CVCV,VER
défendait,def@dE,défendre,VER,,,1.39,ind:imp:3s;,0,CVCVCV,VER
défendant,def@d@,défendre,VER,,,1.64,par:pre;,0,CVCVCV,VER
défendent,def@d,défendre,VER,,,1.81,ind:pre:3p;,0,CVCVC,VER
défilent,defil,défiler,VER,,,1.04,ind:pre:3p;,0,CVCVC,VER
dégagent,degaZ,dégager,VER,,,1.18,ind:pre:3p;,0,CVCVC,VER
délirait,deliRE,délirer,VER,,,1.17,ind:imp:3s;,0,CVCVCV,VER
demandaient,d°m@dE,demander,VER,,,1.8,ind:imp:3p;,0,CVCVCV,VER
demandait,d°m@dE,demander,VER,,,11.55,ind:imp:3s;,0,CVCVCV,VER
demandant,d°m@d@,demander,VER,,,5.41,par:pre;,0,CVCVCV,VER
demandent,d°m@d,demander,VER,,,16.13,ind:pre:3p;sub:pre:3p;,0,CVCVC,VER
demanderait,d°m@d°RE,demander,VER,,,1.48,cnd:pre:3s;,0,CVCVCVCV,VER
demanderont,d°m@d°R§,demander,VER,,,1.67,ind:fut:3p;,0,CVCVCVCV,VER
démarrent,demaR,démarrer,VER,,,1.04,ind:pre:3p;,0,CVCVC,VER
demeurent,d°m9R,demeurer,VER,,,1.99,ind:pre:3p;,0,CVCVC,VER
dépassait,depasE,dépasser,VER,,,1.08,ind:imp:3s;,0,CVCVCV,VER
dépassent,depas,dépasser,VER,,,3.12,ind:pre:3p;,0,CVCVC,VER
dépend,dep@,dépendre,VER,,,48.3,ind:pre:3s;,0,CVCV,VER
dépendait,dep@dE,dépendre,VER,,,1.87,ind:imp:3s;,0,CVCVCV,VER
dépendent,dep@d,dépendre,VER,,,2.64,ind:pre:3p;,0,CVCVC,VER
dépensent,dep@s,dépenser,VER,,,1.3,ind:pre:3p;,0,CVCVC,VER
déplaçait,deplasE,déplacer,VER,,,1.01,ind:imp:3s;,0,CVCCVCV,VER
déplacent,deplas,déplacer,VER,,,2.3,ind:pre:3p;,0,CVCCVC,VER
déplaît,deplE,déplaire,VER,,,5.08,ind:pre:3s;,0,CVCCV,VER
dérangeait,deR@ZE,déranger,VER,,,1.28,ind:imp:3s;,0,CVCVCV,VER
dérangent,deR@Z,déranger,VER,,,1.97,ind:pre:3p;,0,CVCVC,VER
dérangerait,deR@Z°RE,déranger,VER,,,2.71,cnd:pre:3s;,0,CVCVCVCV,VER
déroulent,deRul,dérouler,VER,,,1.41,ind:pre:3p;,0,CVCVC,VER
descend,des@,descendre,VER,,,26.09,ind:pre:3s;,0,CVCV,VER
descendait,des@dE,descendre,VER,,,2.43,ind:imp:3s;,0,CVCVCV,VER
descendant,des@d@,descendre,VER,,,3.73,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
descendent,des@d,descendre,VER,,,4.27,ind:pre:3p;sub:pre:3p;,0,CVCVC,VER
désirait,deziRE,désirer,VER,,,1.04,ind:imp:3s;,0,CVCVCV,VER
désirent,deziR,désirer,VER,,,2.06,ind:pre:3p;,0,CVCVC,VER
détend,det@,détendre,VER,,,3.21,ind:pre:3s;,0,CVCV,VER
détestait,detEstE,détester,VER,,,4.25,ind:imp:3s;,0,CVCVCCV,VER
détiennent,detjEn,détenir,VER,,,1.21,ind:pre:3p;,0,CVCYVC,VER
détient,detj5,détenir,VER,,,3.48,ind:pre:3s;,0,CVCYV,VER
détruirait,detR8iRE,détruire,VER,,,1.13,cnd:pre:3s;,0,CVCCYVCV,VER
détruisant,detR8iz@,détruire,VER,,,1.54,par:pre;,0,CVCCYVCV,VER
détruisent,detR8iz,détruire,VER,,,3.52,ind:pre:3p;,0,CVCCYVC,VER
détruit,detR8i,détruire,VER,m,s,35.42,ind:pre:3s;par:pas;,0,CVCCYV,VER
devaient,d°vE,devoir,VER,,,13.59,ind:imp:3p;,0,CVCV,VER
devait,d°vE,devoir,VER,,,108.88,ind:imp:3s;,0,CVCV,VER
devant,d°v@,devoir,VER,,,4.98,par:pre;,0,CVCV,"ADV,NOM,PRE,VER"
devenaient,d°v°nE,devenir,VER,,,1.76,ind:imp:3p;,0,CVCVCV,VER
devenait,d°v°nE,devenir,VER,,,7.41,ind:imp:3s;,0,CVCVCV,VER
devenant,d°v°n@,devenir,VER,,,1.23,par:pre;,0,CVCVCV,VER
deviendrait,d°vj5dRE,devenir,VER,,,3.16,cnd:pre:3s;,0,CVCYVCCV,VER
deviendront,d°vj5dR§,devenir,VER,,,2.15,ind:fut:3p;,0,CVCYVCCV,VER
deviennent,d°vjEn,devenir,VER,,,14.29,ind:pre:3p;,0,CVCYVC,VER
devient,d°vj5,devenir,VER,,,69.59,ind:pre:3s;,0,CVCYV,VER
devinrent,d°v5R,devenir,VER,,,1.4,ind:pas:3p;,0,CVCVC,VER
devint,d°v5,devenir,VER,,,6.96,ind:pas:3s;,0,CVCV,VER
dévorent,devOR,dévorer,VER,,,1.81,ind:pre:3p;,0,CVCVC,VER
devraient,d°vRE,devoir,VER,,,23.7,cnd:pre:3p;,0,CVCCV,VER
devrait,d°vRE,devoir,VER,,,208.85,cnd:pre:3s;,0,CVCCV,VER
devront,d°vR§,devoir,VER,,,7.26,ind:fut:3p;,0,CVCCV,VER
diffèrent,difER,différer,VER,,,1.86,ind:pre:3p;,0,CVCVC,VER
diraient,diRE,dire,VER,,,3.02,cnd:pre:3p;,0,CVCV,VER
dirait,diRE,dire,VER,,,190.63,cnd:pre:3s;,0,CVCV,VER
dirent,diR,dire,VER,,,1.65,ind:pas:3p;,0,CVC,VER
dirigeait,diRiZE,diriger,VER,,,3.31,ind:imp:3s;,0,CVCVCV,VER
dirigeant,diRiZ@,diriger,VER,,,1.43,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
dirigent,diRiZ,diriger,VER,,,4.11,ind:pre:3p;,0,CVCVC,VER
diront,diR§,dire,VER,,,9.09,ind:fut:3p;,0,CVCV,VER
disaient,dizE,dire,VER,,,11.68,ind:imp:3p;,0,CVCV,VER
disait,dizE,dire,VER,,,94,ind:imp:3s;,0,CVCV,VER
disant,diz@,dire,VER,,,26.41,par:pre;,0,CVCV,"VER,ADJ"
discutait,diskytE,discuter,VER,,,2.09,ind:imp:3s;,0,CVCCVCV,VER
disent,diz,dire,VER,,,88.46,ind:pre:3p;sub:pre:3p;,0,CVC,VER
disparaissait,dispaREsE,disparaître,VER,,,1.11,ind:imp:3s;,0,CVCCVCVCV,VER
disparaissent,dispaREs,disparaître,VER,,,6.65,ind:pre:3p;,0,CVCCVCVC,VER
disparaît,dispaRE,disparaître,VER,,,10.02,ind:pre:3s;,0,CVCCVCV,VER
disparut,dispaRy,disparaître,VER,,,2.05,ind:pas:3s;,0,CVCCVCV,VER
disputaient,dispytE,disputer,VER,,,1.21,ind:imp:3p;,0,CVCCVCV,VER
disputait,dispytE,disputer,VER,,,1.73,ind:imp:3s;,0,CVCCVCV,VER
dissout,disu,dissoudre,VER,,,1.03,ind:pre:3s;,0,CVCV,VER
distrait,distRE,distraire,VER,m,s,4.45,ind:pre:3s;par:pas;,0,CVCCCV,"VER,ADJ,NOM"
dit,di,dire,VER,m,s,2146.01,ind:fut:3p;ind:pre:3s;ind:pas:3s;par:pas;,0,CV,"VER,ADJ,NOM"
doit,dwa,devoir,VER,,,654.84,ind:pre:3s;,0,CYV,"VER,NOM"
doivent,dwav,devoir,VER,,,85.42,ind:pre:3p;sub:pre:3p;,0,CYVC,VER
donnaient,donE,donner,VER,,,2.49,ind:imp:3p;,0,CVCV,VER
donnait,donE,donner,VER,,,15.97,ind:imp:3s;,0,CVCV,VER
donnant,don@,donner,VER,,,7.04,par:pre;,0,CVCV,"ADJ,VER"
donnent,dOn,donner,VER,,,19.75,ind:pre:3p;sub:pre:3p;,0,CVC,VER
donneraient,dOn°RE,donner,VER,,,1.1,cnd:pre:3p;,0,CVCVCV,VER
donnerait,dOn°RE,donner,VER,,,6.2,cnd:pre:3s;,0,CVCVCV,VER
donneront,dOn°R§,donner,VER,,,3.68,ind:fut:3p;,0,CVCVCV,VER
dont,d§,dont,PRO:rel,,,219.21,,1,CV,"PRO:int,PRO:rel"
dormaient,dORmE,dormir,VER,,,1.45,ind:imp:3p;,0,CVCCV,VER
dormait,dORmE,dormir,VER,,,9.72,ind:imp:3s;,0,CVCCV,VER
dormant,dORm@,dormir,VER,,,3.16,par:pre;,0,CVCCV,"ADJ,NOM,VER"
dorment,dORm,dormir,VER,,,10.48,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
dort,dOR,dormir,VER,,,55.05,ind:pre:3s;,0,CVC,VER
draguait,dRagE,draguer,VER,,,1.08,ind:imp:3s;,0,CCVCV,VER
durait,dyRE,durer,VER,,,1.04,ind:imp:3s;,0,CVCV,VER
durant,dyR@,durer,VER,,,3.14,par:pre;,0,CVCV,"NOM,PRE,VER"
durent,dyR,devoir,VER,,,2.98,ind:pas:3p;,0,CVC,VER
durerait,dyR°RE,durer,VER,,,1.16,cnd:pre:3s;,0,CVCVCV,VER
dut,dy,devoir,VER,,,1.91,ind:pas:3s;,0,CV,VER
échappent,eSap,échapper,VER,,,3.84,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
éclaircit,eklERsi,éclaircir,VER,,,1.1,ind:pre:3s;ind:pas:3s;,0,VCCVCCV,VER
écoutaient,ekutE,écouter,VER,,,1.21,ind:imp:3p;,0,VCVCV,VER
écoutait,ekutE,écouter,VER,,,4.65,ind:imp:3s;,0,VCVCV,VER
écoutant,ekut@,écouter,VER,,,3,par:pre;,0,VCVCV,"NOM,VER"
écouteront,ekut°R§,écouter,VER,,,1.36,ind:fut:3p;,0,VCVCVCV,VER
écrit,ekRi,écrire,VER,m,s,128.35,ind:pre:3s;par:pas;,0,VCCV,"VER,ADJ,NOM"
écrivait,ekRivE,écrire,VER,,,6.04,ind:imp:3s;,0,VCCVCV,VER
écrivant,ekRiv@,écrire,VER,,,1.34,par:pre;,0,VCCVCV,VER
écrivent,ekRiv,écrire,VER,,,2.46,ind:pre:3p;,0,VCCVC,VER
écrivit,ekRivi,écrire,VER,,,1,ind:pas:3s;,0,VCCVCV,VER
effacent,efas,effacer,VER,,,1,ind:pre:3p;,0,VCVC,VER
effraient,efRE,effrayer,VER,,,1.07,ind:pre:3p;,0,VCCV,VER
élevait,El°vE,élever,VER,,,1,ind:imp:3s;,0,VCVCV,VER
élèvent,elEv,élever,VER,,,1.87,ind:pre:3p;,0,VCVC,VER
éloignent,elwaN,éloigner,VER,,,1.64,ind:pre:3p;,0,VCYVC,VER
embellit,@bEli,embellir,VER,,,1.28,ind:pre:3s;ind:pas:3s;,0,VCVCV,VER
embêterait,@bEt°RE,embêter,VER,,,1.92,cnd:pre:3s;,0,VCVCVCV,VER
embrassait,@bRasE,embrasser,VER,,,1.94,ind:imp:3s;,0,VCCVCV,VER
embrassant,@bRas@,embrasser,VER,,,1.41,par:pre;,0,VCCVCV,"ADJ,VER"
embrassent,@bRas,embrasser,VER,,,2.88,ind:pre:3p;,0,VCCVC,VER
émet,emE,émettre,VER,,,1.85,ind:pre:3s;,0,VCV,VER
émeut,em2,émouvoir,VER,,,1.22,ind:pre:3s;,0,VCV,VER
emmenait,@m°nE,emmener,VER,,,3.38,ind:imp:3s;,0,VCVCV,VER
emmènent,@mEn,emmener,VER,,,3.78,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
emmèneront,@mEn°R§,emmener,VER,,,1.26,ind:fut:3p;,0,VCVCVCV,VER
emmerdent,@mERd,emmerder,VER,,,1.5,ind:pre:3p;,0,VCVCC,VER
empêchait,@pESE,empêcher,VER,,,2.52,ind:imp:3s;,0,VCVCV,VER
empêchant,@pES@,empêcher,VER,,,1.06,par:pre;,0,VCVCV,VER
empêchent,@pES,empêcher,VER,,,2.74,ind:pre:3p;,0,VCVC,VER
empêcherait,@pES°RE,empêcher,VER,,,1.35,cnd:pre:3s;,0,VCVCVCV,VER
emplit,@pli,emplir,VER,,,2.25,ind:pre:3s;ind:pas:3s;,0,VCCV,VER
employait,@plwajE,employer,VER,,,1,ind:imp:3s;,0,VCCYVYV,VER
emportait,@pORtE,emporter,VER,,,1.44,ind:imp:3s;,0,VCVCCV,VER
endort,@dOR,endormir,VER,,,5.67,ind:pre:3s;,0,VCVC,VER
énervent,enERv,énerver,VER,,,1.27,ind:pre:3p;,0,VCVCC,VER
enfreint,@fR5,enfreindre,VER,m,s,3.33,ind:pre:3s;par:pas;,0,VCCV,VER
enfuient,@f8i,enfuir,VER,,,2.74,ind:pre:3p;,0,VCYV,VER
enfuit,@f8i,enfuir,VER,,,6.31,ind:pre:3s;ind:pas:3s;,0,VCYV,VER
enlevait,@l°vE,enlever,VER,,,1.33,ind:imp:3s;,0,VCVCV,VER
enlevant,@l°v@,enlever,VER,,,1.13,par:pre;,0,VCVCV,VER
enlèvent,@lEv,enlever,VER,,,1.96,ind:pre:3p;,0,VCVC,VER
ennuient,@n8i,ennuyer,VER,,,2.97,ind:pre:3p;,0,VCYV,VER
ennuierait,@n8iRE,ennuyer,VER,,,2.86,cnd:pre:3s;,0,VCYVCV,VER
ennuyait,@n8ijE,ennuyer,VER,,,1.42,ind:imp:3s;,0,VCYVYV,VER
enrichit,@RiSi,enrichir,VER,,,1.08,ind:pre:3s;ind:pas:3s;,0,VCVCV,VER
enseignait,@sENE,enseigner,VER,,,1.29,ind:imp:3s;,0,VCVCV,VER
entend,@t@,entendre,VER,,,41.77,ind:pre:3s;,0,VCV,VER
entendaient,@t@dE,entendre,VER,,,1.52,ind:imp:3p;,0,VCVCV,VER
entendait,@t@dE,entendre,VER,,,7.11,ind:imp:3s;,0,VCVCV,VER
entendant,@t@d@,entendre,VER,,,1.95,par:pre;,0,VCVCV,"ADJ,NOM,VER"
entendent,@t@d,entendre,VER,,,6.75,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
entendit,@t@di,entendre,VER,,,1.5,ind:pas:3s;,0,VCVCV,VER
entendrait,@t@dRE,entendre,VER,,,1.71,cnd:pre:3s;,0,VCVCCV,VER
entendront,@t@dR§,entendre,VER,,,1.54,ind:fut:3p;,0,VCVCCV,VER
entourent,@tuR,entourer,VER,,,3.12,ind:pre:3p;,0,VCVC,VER
entraînait,@tREnE,entraîner,VER,,,1.06,ind:imp:3s;,0,VCCVCV,VER
entraînant,@tREn@,entraîner,VER,,,1.13,par:pre;,0,VCCVCV,"ADJ,VER"
entraînent,@tREn,entraîner,VER,,,1.5,ind:pre:3p;sub:pre:3p;,0,VCCVC,VER
entrait,@tRE,entrer,VER,,,3.3,ind:imp:3s;,0,VCCV,VER
entrant,@tR@,entrer,VER,,,2.97,par:pre;,0,VCCV,"ADJ,NOM,VER"
entrent,@tR,entrer,VER,,,6.82,ind:pre:3p;,0,VCC,VER
entretient,@tR°tj5,entretenir,VER,,,1.27,ind:pre:3s;,0,VCCVCYV,VER
envahissent,@vais,envahir,VER,,,1.05,ind:pre:3p;,0,VCVVC,VER
envahit,@vai,envahir,VER,,,2.97,ind:pre:3s;ind:pas:3s;,0,VCVV,VER
enverrait,@vERE,envoyer,VER,,,1.77,cnd:pre:3s;,0,VCVCV,VER
enverront,@vERR§,envoyer,VER,,,1.93,ind:fut:3p;,0,VCVCCV,VER
envoient,@vwa,envoyer,VER,,,9.16,ind:pre:3p;,0,VCYV,VER
envolent,@vOl,envoler,VER,,,4.47,ind:pre:3p;,0,VCVC,VER
envoyait,@vwajE,envoyer,VER,,,3.84,ind:imp:3s;,0,VCYVYV,VER
envoyant,@vwaj@,envoyer,VER,,,1.91,par:pre;,0,VCYVYV,VER
épouserait,epuz°RE,épouser,VER,,,1.78,cnd:pre:3s;,0,VCVCVCV,VER
équivaut,ekivo,équivaloir,VER,,,1.41,ind:pre:3s;,0,VCVCV,VER
errant,ER@,errer,VER,,,1.08,par:pre;,0,VCV,"ADJ,VER"
espérait,EspeRE,espérer,VER,,,3.66,ind:imp:3s;,0,VCCVCV,VER
espérant,EspeR@,espérer,VER,,,6.82,par:pre;,0,VCCVCV,VER
espèrent,EspER,espérer,VER,,,2.15,ind:pre:3p;,0,VCCVC,VER
espionnait,EspijonE,espionner,VER,,,1.52,ind:imp:3s;,0,VCCVYVCV,VER
essaient,EsE,essayer,VER,,,10.09,ind:pre:3p;,0,VCV,VER
essaieront,EsER§,essayer,VER,,,1.1,ind:fut:3p;,0,VCVCV,VER
essayaient,esejE,essayer,VER,,,2.73,ind:imp:3p;,0,VCVYV,VER
essayait,esejE,essayer,VER,,,14.4,ind:imp:3s;,0,VCVYV,VER
essayant,esej@,essayer,VER,,,8.96,par:pre;,0,VCVYV,VER
est,e,être,AUX,,,3318.95,ind:pre:3s;,0,V,"ADJ,NOM,AUX,VER"
est,e,être,VER,,,19417.69,ind:pre:3s;,0,V,"ADJ,NOM,AUX,VER"
estiment,Estim,estimer,VER,,,1.28,ind:pre:3p;,0,VCCVC,VER
établit,etabli,établir,VER,,,1.74,ind:pre:3s;ind:pas:3s;,0,VCVCCV,VER
étaient,etE,être,AUX,,,55.3,ind:imp:3p;,0,VCV,"AUX,VER"
étaient,etE,être,VER,,,197.09,ind:imp:3p;ind:pre:3p;sub:pre:3p;,0,VCV,"AUX,VER"
était,etE,être,AUX,,,350.91,ind:imp:3s;,0,VCV,"AUX,VER"
était,etE,être,VER,,,2356.65,ind:imp:3s;,0,VCV,"AUX,VER"
étant,et@,être,AUX,,,30.94,par:pre;,0,VCV,"AUX,VER"
étant,et@,être,VER,,,3.21,par:pre;,0,VCV,"AUX,VER"
éteignent,etEN,éteindre,VER,,,1.36,ind:pre:3p;,0,VCVC,VER
éteint,et5,éteindre,VER,m,s,16.42,ind:pre:3s;par:pas;,0,VCV,"VER,ADJ"
étend,et@,étendre,VER,,,4.98,ind:pre:3s;,0,VCV,VER
étendait,et@dE,étendre,VER,,,1.01,ind:imp:3s;,0,VCVCV,VER
étonnant,eton@,étonner,VER,,,3.58,par:pre;,0,VCVCV,"ADJ,VER"
étonnerait,etOn°RE,étonner,VER,,,10.62,cnd:pre:3s;,0,VCVCVCV,VER
étudiait,etydjE,étudier,VER,,,1.86,ind:imp:3s;,0,VCVCYV,VER
étudiant,etydj@,étudier,VER,,,1.59,par:pre;,0,VCVCYV,"ADJ,NOM,VER"
étudient,etydi,étudier,VER,,,1.93,ind:pre:3p;,0,VCVCV,VER
eurent,yR,avoir,VER,,,1.42,ind:pas:3p;,0,VC,"AUX,VER"
eut,y,avoir,AUX,,,2.15,ind:pas:3s;,0,V,"AUX,VER"
eut,y,avoir,VER,,,12.14,ind:pas:3s;,0,V,"AUX,VER"
eût,y,avoir,AUX,,,6.38,sub:imp:3s;,0,V,"AUX,VER"
eût,y,avoir,VER,,,1.43,sub:imp:3s;,0,V,"AUX,VER"
évanouit,evanwi,évanouir,VER,,,1.41,ind:pre:3s;ind:pas:3s;,0,VCVCYV,VER
évitant,evit@,éviter,VER,,,1.69,par:pre;,0,VCVCV,VER
évoluent,evoly,évoluer,VER,,,1.13,ind:pre:3p;,0,VCVCV,VER
excellent,eksEl@,excellent,ADJ,m,s,46.87,,1,VCCVCV,"VER,ADJ"
exclut,Ekskly,exclure,VER,,,2.02,ind:pre:3s;ind:pas:3s;,0,VCCCCV,VER
exigeait,EgziZE,exiger,VER,,,1.21,ind:imp:3s;,0,VCCVCV,VER
exigent,EgziZ,exiger,VER,,,2.8,ind:pre:3p;,0,VCCVC,VER
existaient,EgzistE,exister,VER,,,1.88,ind:imp:3p;,0,VCCVCCV,VER
existait,EgzistE,exister,VER,,,9.58,ind:imp:3s;,0,VCCVCCV,VER
expliquait,EksplikE,expliquer,VER,,,1.4,ind:imp:3s;,0,VCCCCVCV,VER
expliquerait,Eksplik°RE,expliquer,VER,,,3.3,cnd:pre:3s;,0,VCCCCVCVCV,VER
explosent,Eksploz,exploser,VER,,,1.54,ind:pre:3p;,0,VCCCCVC,VER
extrait,EkstRE,extraire,VER,m,s,1.9,ind:pre:3s;par:pas;par:pas;,0,VCCCCV,"VER,ADJ,NOM"
fabriquent,fabRik,fabriquer,VER,,,3.06,ind:pre:3p;,0,CVCCVC,VER
faiblit,fEbli,faiblir,VER,,,1.1,ind:pre:3s;ind:pas:3s;,0,CVCCV,VER
faisaient,f°zE,faire,VER,,,20.25,ind:imp:3p;,0,CVCV,VER
faisait,f°zE,faire,VER,,,134.9,ind:imp:3s;,0,CVCV,VER
faisant,f°z@,faire,VER,,,30.88,par:pre;,0,CVCV,VER
fait,fE,faire,VER,m,s,2751.99,ind:pre:3s;par:pas;par:pas;,0,CV,"VER,ADJ,NOM"
fallait,falE,falloir,VER,,,110.88,ind:imp:3s;,0,CVCV,VER
fallut,faly,falloir,VER,,,1.35,ind:pas:3s;,0,CVCV,VER
fascinant,fasin@,fasciner,VER,,,1.31,par:pre;,0,CVCVCV,"ADJ,VER"
fassent,fas,faire,VER,,,9.05,sub:pre:3p;,0,CVC,VER
fatiguant,fatig@,fatiguer,VER,,,1.43,par:pre;,0,CVCVCV,VER
fatiguent,fatig,fatiguer,VER,,,1.11,ind:pre:3p;,0,CVCVC,VER
faudrait,fodRE,falloir,VER,,,74.08,cnd:pre:3s;,0,CVCCV,VER
faut,fo,falloir,VER,,,1318.11,ind:pre:3s;,0,CV,VER
feint,f5,feindre,VER,m,s,1.67,ind:pre:3s;par:pas;,0,CV,"VER,ADJ"
fend,f@,fendre,VER,,,1.2,ind:pre:3s;,0,CV,VER
feraient,f°RE,faire,VER,,,10.8,cnd:pre:3p;,0,CVCV,VER
ferait,f°RE,faire,VER,,,86.88,cnd:pre:3s;,0,CVCV,VER
fermait,fERmE,fermer,VER,,,1.36,ind:imp:3s;,0,CVCCV,VER
ferment,fERm,fermer,VER,,,3.65,ind:pre:3p;sub:pre:3p;,0,CVCC,"VER,NOM"
feront,f°R§,faire,VER,,,23.12,ind:fut:3p;,0,CVCV,VER
fichait,fiSE,ficher,VER,,,2.31,ind:imp:3s;,0,CVCV,VER
fichent,fiS,ficher,VER,,,2.87,ind:pre:3p;,0,CVC,VER
filait,filE,filer,VER,,,1.39,ind:imp:3s;,0,CVCV,VER
filent,fil,filer,VER,,,2.21,ind:pre:3p;,0,CVC,VER
finirait,finiRE,finir,VER,,,4.51,cnd:pre:3s;,0,CVCVCV,VER
finiront,finiR§,finir,VER,,,3.31,ind:fut:3p;,0,CVCVCV,VER
finissait,finisE,finir,VER,,,2.68,ind:imp:3s;,0,CVCVCV,VER
finissent,finis,finir,VER,,,8.49,ind:pre:3p;,0,CVCVC,VER
finit,fini,finir,VER,,,29.97,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
firent,fiR,faire,VER,,,3,ind:pas:3p;,0,CVC,VER
fit,fi,faire,VER,,,20.63,ind:pas:3s;,0,CV,VER
flippant,flip@,flipper,VER,,,2.6,par:pre;,0,CCVCV,VER
foncent,f§s,foncer,VER,,,1.44,ind:pre:3p;,0,CVC,VER
fonctionnait,f§ksjonE,fonctionner,VER,,,1.24,ind:imp:3s;,0,CVCCYVCV,VER
fonctionnent,f§ksjOn,fonctionner,VER,,,5.29,ind:pre:3p;,0,CVCCYVC,VER
fond,f§,fondre,VER,,,2.38,ind:pre:3s;,0,CV,"NOM,VER"
fondent,f§d,fonder,VER,,,1.21,ind:pre:3p;sub:pre:3p;,0,CVC,VER
font,f§,faire,VER,,,193.61,ind:pre:3p;,0,CV,VER
forcent,fORs,forcer,VER,,,1.14,ind:pre:3p;,0,CVCC,VER
formait,fORmE,former,VER,,,1.42,ind:imp:3s;,0,CVCCV,VER
forment,fORm,former,VER,,,4.51,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
fouillant,fuj@,fouiller,VER,,,1.43,par:pre;,0,CVYV,VER
fournit,fuRni,fournir,VER,,,3.04,ind:pre:3s;ind:pas:3s;,0,CVCCV,VER
fout,fu,foutre,VER,,,51.51,ind:pre:3s;,0,CV,VER
foutait,futE,foutre,VER,,,2.8,ind:imp:3s;,0,CVCV,VER
franchit,fR@Si,franchir,VER,,,1.83,ind:pre:3s;ind:pas:3s;,0,CCVCV,VER
frappait,fRapE,frapper,VER,,,2.86,ind:imp:3s;,0,CCVCV,VER
frappant,fRap@,frapper,VER,,,1,par:pre;,0,CCVCV,"ADJ,VER"
frappent,fRap,frapper,VER,,,3.24,ind:pre:3p;,0,CCVC,VER
fréquentait,fRek@tE,fréquenter,VER,,,1.55,ind:imp:3s;,0,CCVCVCV,VER
frit,fRi,frire,VER,m,s,2.74,ind:pre:3s;par:pas;,0,CCV,VER
fuient,f8i,fuir,VER,,,2.81,ind:pre:3p;,0,CYV,VER
