ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
bords,bOR,bord,NOM,m,p,2.84,,0,CVC,NOM
bornes,bORn,borne,NOM,f,p,6.66,,0,CVCC,"NOM,VER"
boss,bOs,boss,NOM,m,,13.45,,1,CVC,NOM
bosses,bOs,bosse,NOM,f,p,1.17,,0,CVC,"NOM,VER"
bottes,bOt,botte,NOM,f,p,25.81,,0,CVC,"NOM,VER"
bottines,botin,bottine,NOM,f,p,1.73,,0,CVCVC,NOM
bouches,buS,bouche,NOM,f,p,2.27,,0,CVC,"NOM,VER"
bouchons,buS§,bouchon,NOM,m,p,1.77,,0,CVCV,"VER,NOM"
boucles,bukl,boucle,NOM,f,p,10.23,,0,CVCC,"NOM,VER"
boucliers,buklije,bouclier,NOM,m,p,3.98,,0,CVCCVYV,NOM
bouffons,buf§,bouffon,NOM,m,p,1.36,,0,CVCV,"VER,ADJ,NOM"
bougies,buZi,bougie,NOM,f,p,10.92,,0,CVCV,NOM
boules,bul,boule,NOM,f,p,11.4,,0,CVC,"NOM,VER"
boulettes,bulEt,boulette,NOM,f,p,3.79,,0,CVCVC,NOM
boulons,bul§,boulon,NOM,m,p,1.66,,0,CVCV,NOM
boulots,bulo,boulot,NOM,m,p,4.3,,0,CVCV,"ADJ,NOM"
bouquins,buk5,bouquin,NOM,m,p,5.46,,0,CVCV,NOM
bourgeois,buRZwa,bourgeois,NOM,m,,4.01,,1,CVCCYV,"ADJ,NOM"
bourreaux,buRo,bourreau,NOM,m,p,2.55,,0,CVCV,NOM
bourses,buRs,bourse,NOM,f,p,2.18,,0,CVCC,NOM
bouseux,buz2,bouseux,NOM,m,,2.29,,1,CVCV,NOM
boutiques,butik,boutique,NOM,f,p,4.24,,0,CVCVC,NOM
boutons,but§,bouton,NOM,m,p,11.16,,0,CVCV,"VER,NOM"
bouts,bu,bout,NOM,m,p,7.21,,0,CV,NOM
box,bOks,box,NOM,m,,2.48,,1,CVCC,NOM
boxeurs,bOks9R,boxeur,NOM,m,p,2.04,,0,CVCCVC,NOM
boy-scouts,bOjskut,boy-scout,NOM,m,p,1.22,,0,CVYCCVC,NOM
boyards,bwajaR,boyard,NOM,m,p,2.24,,0,CYVYVC,NOM
boyaux,bwajo,boyau,NOM,m,p,2.67,,0,CYVYV,NOM
bracelets,bRas°lE,bracelet,NOM,m,p,3.63,,0,CCVCVCV,NOM
braiments,bREm@,braiment,NOM,m,p,5.22,,0,CCVCV,NOM
branches,bR@S,branche,NOM,f,p,6.22,,0,CCVC,"NOM,VER"
branleurs,bR@l9R,branleur,NOM,m,p,2.15,,0,CCVCVC,NOM
braquages,bRakaZ,braquage,NOM,m,p,1.26,,0,CCVCVC,NOM
braqueurs,bRak9R,braqueur,NOM,m,p,1.14,,0,CCVCVC,NOM
bras,bRa,bras,NOM,m,,149.26,,1,CCV,NOM
braves,bRav,brave,NOM,,p,2.02,,0,CCVC,"ADJ,NOM,VER"
brebis,bR°bi,brebis,NOM,f,,7.02,,1,CCVCV,NOM
bretelles,bR°tEl,bretelle,NOM,f,p,1.54,,0,CCVCVC,NOM
bretzels,bREdzEl,bretzel,NOM,,p,1.04,,0,CCVCCVC,NOM
brevets,bR2vE,brevet,NOM,m,p,1.27,,0,CCVCV,NOM
bricoles,bRikOl,bricole,NOM,f,p,1.41,,0,CCVCVC,"NOM,VER"
brigades,bRigad,brigade,NOM,f,p,2.9,,0,CCVCVC,NOM
brigands,bRig@,brigand,NOM,m,p,3.04,,0,CCVCV,NOM
brioches,bRijOS,brioche,NOM,f,p,1.1,,0,CCVYVC,NOM
briques,bRik,brique,NOM,f,p,9.54,,0,CCVC,NOM
britanniques,bRitanik,britannique,NOM,,p,1.71,,0,CCVCVCVC,"ADJ,NOM"
brochettes,bRoSEt,brochette,NOM,f,p,1.18,,0,CCVCVC,NOM
brochures,bRoSyR,brochure,NOM,f,p,1.25,,0,CCVCVC,NOM
brosses,bROs,brosse,NOM,f,p,1.14,,0,CCVC,"NOM,VER"
bruits,bR8i,bruit,NOM,m,p,15.18,,0,CCYV,NOM
brûlures,bRylyR,brûlure,NOM,f,p,4.16,,0,CCVCVC,NOM
brutes,bRyt,brute,NOM,f,p,5,,0,CCVC,"ADJ,NOM"
bûcherons,byS°R§,bûcheron,NOM,m,p,1.2,,0,CVCVCV,"VER,NOM"
buissons,b8is§,buisson,NOM,m,p,3.92,,0,CYVCV,NOM
bulldozers,byldozER,bulldozer,NOM,m,p,1.07,,0,CVCCVCVC,NOM
bulles,byl,bulle,NOM,f,p,5.12,,0,CVC,"NOM,VER"
bulletins,byl°t5,bulletin,NOM,m,p,1.36,,0,CVCVCV,NOM
bureaucrates,byRokRat,bureaucrate,NOM,,p,1.15,,0,CVCVCCVC,"ADJ,NOM"
bureaux,byRo,bureau,NOM,m,p,10.45,,0,CVCV,NOM
burnes,byRn,burne,NOM,f,p,1.33,,0,CVCC,NOM
bus,bys,bus,NOM,m,,50.63,,1,CVC,"VER,NOM"
business,biznEs,business,NOM,m,,15.62,,1,CVCCVC,NOM
buts,byt,but,NOM,m,p,4.63,,0,CVC,NOM
cabanes,kaban,cabane,NOM,f,p,1.02,,0,CVCVC,NOM
cabines,kabin,cabine,NOM,f,p,2.35,,0,CVCVC,NOM
cabinets,kabinE,cabinet,NOM,m,p,2.51,,0,CVCVCV,NOM
câbles,kabl,câble,NOM,m,p,3.67,,0,CVCC,NOM
cacahuètes,kakawEt,cacahuète,NOM,f,p,5.59,,0,CVCVYVC,NOM
cachets,kaSE,cachet,NOM,m,p,9.49,,0,CVCV,NOM
cactus,kaktys,cactus,NOM,m,,2.86,,1,CVCCVC,NOM
cadavres,kadavR,cadavre,NOM,m,p,19.82,,0,CVCVCC,NOM
cadeaux,kado,cadeau,NOM,m,p,27.7,,0,CVCV,NOM
cadenas,kad°na,cadenas,NOM,m,,2.1,,1,CVCVCV,NOM
cadets,kadE,cadet,NOM,m,p,2.44,,0,CVCV,"ADJ,NOM"
cadres,kadR,cadre,NOM,m,p,2.56,,0,CVCC,"NOM,VER"
cafards,kafaR,cafard,NOM,m,p,4.1,,0,CVCVC,"ADJ,NOM"
cafés,kafe,café,NOM,m,p,6,,0,CVCV,NOM
cages,kaZ,cage,NOM,f,p,1.69,,0,CVC,NOM
cahiers,kaje,cahier,NOM,m,p,1.94,,0,CVYV,NOM
cailloux,kaju,caillou,NOM,m,p,5.91,,0,CVYV,NOM
caisses,kEs,caisse,NOM,f,p,8.57,,0,CVC,NOM
calculs,kalkyl,calcul,NOM,m,p,5.52,,0,CVCCVC,NOM
caleçons,kals§,caleçon,NOM,m,p,2.95,,0,CVCCV,NOM
cales,kal,cale,NOM,f,p,1.08,,0,CVC,"NOM,VER"
câlins,kal5,câlin,NOM,m,p,2.22,,0,CVCV,"ADJ,NOM"
calmants,kalm@,calmant,NOM,m,p,3.92,,0,CVCCV,"ADJ,NOM"
calomnies,kalOmni,calomnie,NOM,f,p,1.77,,0,CVCVCCV,"NOM,VER"
calories,kaloRi,calorie,NOM,f,p,1.28,,0,CVCVCV,NOM
camarades,kamaRad,camarade,NOM,,p,30.5,,0,CVCVCVC,NOM
cambriolages,k@bRijolaZ,cambriolage,NOM,m,p,1.45,,0,CVCCVYVCVC,NOM
cambrioleurs,k@bRijol9R,cambrioleur,NOM,m,p,1.41,,0,CVCCVYVCVC,NOM
caméras,kameRa,caméra,NOM,f,p,14.54,,0,CVCVCV,NOM
camionneurs,kamjon9R,camionneur,NOM,m,p,1,,0,CVCYVCVC,NOM
camions,kamj§,camion,NOM,m,p,9.41,,0,CVCYV,NOM
campagnes,k@paN,campagne,NOM,f,p,2.51,,0,CVCVC,NOM
camps,k@,camp,NOM,m,p,9.01,,0,CV,NOM
campus,k@pys,campus,NOM,m,,6.04,,1,CVCVC,NOM
canadiens,kanadj5,canadien,NOM,m,p,1.36,,0,CVCVCYV,"ADJ,NOM"
canards,kanaR,canard,NOM,m,p,6.66,,0,CVCVC,NOM
canaris,kanaRi,canari,NOM,m,p,1.21,,0,CVCVCV,NOM
canaux,kano,canal,NOM,m,p,2.9,,0,CVCV,NOM
candidats,k@dida,candidat,NOM,m,p,5.67,,0,CVCVCV,NOM
cannabis,kanabis,cannabis,NOM,m,,1.05,,1,CVCVCVC,NOM
cannibales,kanibal,cannibale,NOM,,p,2.95,,0,CVCVCVC,"ADJ,NOM"
canons,kan§,canon,NOM,m,p,7.34,,0,CVCV,"VER,ADJ,NOM"
canots,kano,canot,NOM,m,p,1.27,,0,CVCV,NOM
capacités,kapasite,capacité,NOM,f,p,7.87,,0,CVCVCVCV,"NOM,ADJ"
capitaines,kapitEn,capitaine,NOM,m,p,2.11,,0,CVCVCVC,NOM
capitaux,kapito,capital,NOM,m,p,1.07,,0,CVCVCV,"ADJ,NOM"
capotes,kapOt,capote,NOM,f,p,2.92,,0,CVCVC,"NOM,VER"
caprices,kapRis,caprice,NOM,m,p,4.31,,0,CVCCVC,NOM
capsules,kapsyl,capsule,NOM,f,p,1.73,,0,CVCCVC,NOM
capteurs,kapt9R,capteur,NOM,m,p,1.69,,0,CVCCVC,NOM
carabiniers,kaRabinje,carabinier,NOM,m,p,1.94,,0,CVCVCVCYV,NOM
caractères,kaRaktER,caractère,NOM,m,p,1.65,,0,CVCVCCVC,NOM
caractéristiques,kaRakteRistik,caractéristique,NOM,f,p,2.81,,0,CVCVCCVCVCCVC,"ADJ,NOM"
caramels,kaRamEl,caramel,NOM,m,p,1.2,,0,CVCVCVC,NOM
carats,kaRa,carat,NOM,m,p,1.33,,0,CVCV,NOM
caravanes,kaRavan,caravane,NOM,f,p,1.3,,0,CVCVCVC,NOM
caresses,kaREs,caresse,NOM,f,p,3.11,,0,CVCVC,"NOM,VER"
carnets,kaRnE,carnet,NOM,m,p,2.17,,0,CVCCV,NOM
carottes,kaROt,carotte,NOM,f,p,4.67,,0,CVCVC,NOM
carreaux,kaRo,carreau,NOM,m,p,3.75,,0,CVCV,NOM
carrières,kaRjER,carrière,NOM,f,p,1.31,,0,CVCYVC,NOM
cartes,kaRt,carte,NOM,f,p,48.84,,0,CVCC,NOM
cartons,kaRt§,carton,NOM,m,p,5.09,,0,CVCCV,NOM
cartouches,kaRtuS,cartouche,NOM,,p,4.05,,0,CVCCVC,NOM
cas,ka,cas,NOM,m,,280.59,,1,CV,NOM
cascades,kaskad,cascade,NOM,f,p,1.22,,0,CVCCVC,"NOM,VER"
casernes,kazERn,caserne,NOM,f,p,1.03,,0,CVCVCC,NOM
casiers,kazje,casier,NOM,m,p,1.98,,0,CVCYV,NOM
casinos,kazino,casino,NOM,m,p,1.86,,0,CVCVCV,NOM
casques,kask,casque,NOM,m,p,3.32,,0,CVCC,"NOM,VER"
casquettes,kaskEt,casquette,NOM,f,p,1.09,,0,CVCCVC,NOM
casseroles,kas°ROl,casserole,NOM,f,p,2.05,,0,CVCVCVC,NOM
casses,kas,casse,NOM,,p,1.2,,0,CVC,"NOM,VER"
cassettes,kasEt,cassette,NOM,f,p,8.86,,0,CVCVC,NOM
catacombes,katak§b,catacombe,NOM,f,p,2.04,,0,CVCVCVC,NOM
catapultes,katapylt,catapulte,NOM,f,p,1.25,,0,CVCVCVCC,NOM
catastrophes,katastROf,catastrophe,NOM,f,p,1.76,,0,CVCVCCCVC,NOM
catégories,kategoRi,catégorie,NOM,f,p,1.09,,0,CVCVCVCV,NOM
cathédrales,katedRal,cathédrale,NOM,f,p,1.43,,0,CVCVCCVC,"ADJ,NOM"
catholiques,katolik,catholique,NOM,,p,2.71,,0,CVCVCVC,"ADJ,NOM"
cauchemars,koS°maR,cauchemar,NOM,m,p,10.14,,0,CVCVCVC,NOM
cavaliers,kavalje,cavalier,NOM,m,p,3.06,,0,CVCVCYV,"ADJ,NOM"
cavernes,kavERn,caverne,NOM,f,p,2.7,,0,CVCVCC,NOM
caves,kav,cave,NOM,f,p,2.42,,0,CVC,"ADJ,NOM"
ceintures,s5tyR,ceinture,NOM,f,p,3.17,,0,CVCVC,"NOM,VER"
célébrités,selebRite,célébrité,NOM,f,p,2.27,,0,CVCVCCVCV,NOM
célibataires,selibatER,célibataire,NOM,,p,3.15,,0,CVCVCVCVC,"ADJ,NOM"
cellules,selyl,cellule,NOM,f,p,11.92,,0,CVCVC,"NOM,ADJ"
cendres,s@dR,cendre,NOM,f,p,13.95,,0,CVCC,NOM
centaines,s@tEn,centaine,NOM,f,p,22.9,,0,CVCVC,"NOM,ADJ:num"
centimes,s@tim,centime,NOM,m,p,3.88,,0,CVCVC,NOM
centimètres,s@timEtR,centimètre,NOM,m,p,4.33,,0,CVCVCVCC,NOM
centres,s@tR,centre,NOM,m,p,3.54,,0,CVCC,"NOM,VER"
cents,s@,cents,ADJ:num,,,27.67,,1,CV,ADJ:num
cercles,sERkl,cercle,NOM,m,p,4,,0,CVCCC,"NOM,VER"
céréales,seReal,céréale,NOM,f,p,4.62,,0,CVCVVC,NOM
cérémonies,seRemoni,cérémonie,NOM,f,p,2.1,,0,CVCVCVCV,NOM
cerfs,sER,cerf,NOM,m,p,1.39,,0,CVC,NOM
cernes,sERn,cerne,NOM,m,p,1.18,,0,CVCC,NOM
certaines,sERtEn,certaines,ADJ:ind,f,p,48.41,,1,CVCCVC,"ADJ,ADJ:ind,PRO:ind"
certains,sERt5,certains,ADJ:ind,m,p,57.58,,1,CVCCV,"ADJ,ADJ:ind,PRO:ind"
certificats,sERtifika,certificat,NOM,m,p,1.03,,0,CVCCVCVCV,NOM
certitudes,sERtityd,certitude,NOM,f,p,1.24,,0,CVCCVCVC,NOM
cerveaux,sERvo,cerveau,NOM,m,p,3.92,,0,CVCCV,NOM
ces,se,ces,ADJ:dem,,p,1222.51,,1,CV,ADJ:dem
chacals,Sakal,chacal,NOM,m,p,1.86,,0,CVCVC,NOM
chagrins,SagR5,chagrin,NOM,m,p,1.21,,0,CVCCV,"ADJ,NOM"
chaînes,SEn,chaîne,NOM,f,p,10.4,,0,CVC,NOM
chairs,SER,chair,NOM,f,p,1.07,,0,CVC,NOM
chambres,S@bR,chambre,NOM,f,p,24.71,,0,CVCC,"NOM,VER"
chameaux,Samo,chameau,NOM,m,p,3.34,,0,CVCV,NOM
champignons,S@piN§,champignon,NOM,m,p,7.69,,0,CVCVCV,NOM
championnats,S@pjona,championnat,NOM,m,p,1.38,,0,CVCYVCV,NOM
champions,S@pj§,champion,NOM,m,p,4.75,,0,CVCYV,NOM
champs,S@,champ,NOM,m,p,19.14,,0,CV,NOM
chances,S@s,chance,NOM,f,p,26.58,,0,CVC,NOM
chandelles,S@dEl,chandelle,NOM,f,p,1.64,,0,CVCVC,NOM
changements,S@Z°m@,changement,NOM,m,p,10.7,,0,CVCVCV,NOM
chansons,S@s§,chanson,NOM,f,p,20.42,,0,CVCV,NOM
chanteurs,S@t9R,chanteur,NOM,m,p,2.65,,0,CVCVC,NOM
chantiers,S@tje,chantier,NOM,m,p,3.03,,0,CVCYV,NOM
chants,S@,chant,NOM,m,p,8.26,,0,CV,NOM
chaos,kao,chaos,NOM,m,,11.3,,1,CVV,NOM
chapeaux,Sapo,chapeau,NOM,m,p,6.29,,0,CVCV,NOM
charges,SaRZ,charge,NOM,f,p,7.88,,0,CVCC,"NOM,VER"
chariots,SaRjo,chariot,NOM,m,p,2.28,,0,CVCYV,NOM
charlatans,SaRlat@,charlatan,NOM,m,p,1.37,,0,CVCCVCV,NOM
charmes,SaRm,charme,NOM,m,p,3.22,,0,CVCC,"NOM,VER"
charognes,SaRON,charogne,NOM,f,p,1.06,,0,CVCVC,NOM
chars,SaR,char,NOM,m,p,3.27,,0,CVC,NOM
chasses,Sas,chasse,NOM,f,p,1.19,,0,CVC,"NOM,VER"
chasseurs,Sas9R,chasseur,NOM,m,p,12.88,,0,CVCVC,NOM
châteaux,Sato,château,NOM,m,p,3.17,,0,CVCV,NOM
chatons,Sat§,chaton,NOM,m,p,1.09,,0,CVCV,NOM
chats,Sa,chat,NOM,m,p,16,,0,CV,NOM
chattes,Sat,chat,NOM,f,p,2.75,,0,CVC,NOM
chauffeurs,Sof9R,chauffeur,NOM,m,p,3.19,,0,CVCVC,NOM
chaussettes,SosEt,chaussette,NOM,f,p,13.16,,0,CVCVC,NOM
chaussons,Sos§,chausson,NOM,m,p,2.83,,0,CVCV,NOM
chaussures,SosyR,chaussure,NOM,f,p,61.09,,0,CVCVC,"NOM,ADJ"
chauves-souris,SovsuRi,chauve-souris,NOM,f,p,1.73,,0,CVCCVCV,NOM
chaux,So,chaux,NOM,f,,1.32,,1,CV,NOM
chefs,SEf,chef,NOM,,p,15.46,,0,CVC,NOM
cheminées,S°mine,cheminée,NOM,f,p,1.4,,0,CVCVCV,"VER,NOM"
chemins,S°m5,chemin,NOM,m,p,10.85,,0,CVCV,NOM
chèques,SEk,chèque,NOM,m,p,8.18,,0,CVC,NOM
chercheurs,SERS9R,chercheur,NOM,m,p,2.58,,0,CVCCVC,"ADJ,NOM"
chères,SER,cher,ADJ,f,p,5.63,,0,CVC,"ADJ,NOM"
chéries,SeRi,chéri,NOM,f,p,1.54,,0,CVCV,"ADJ,NOM,VER"
chéris,SeRi,chéri,NOM,m,p,2.41,,0,CVCV,"ADJ,NOM,VER"
chers,SER,cher,ADJ,m,p,28.61,,0,CVC,ADJ
chevaliers,S°valje,chevalier,NOM,m,p,5.14,,0,CVCVCYV,NOM
chevaux,S°vo,cheval,NOM,m,p,43.7,,0,CVCV,NOM
cheveux,S°v2,cheveu,NOM,m,p,116.16,,0,CVCV,NOM
chèvres,SEvR,chèvre,NOM,f,p,5.81,,0,CVCC,NOM
chez,Se,chez,PRE,,,842.18,,1,CV,PRE
chiennes,SjEn,chien,NOM,f,p,1.15,,0,CYVC,NOM
chiens,Sj5,chien,NOM,m,p,50.76,,0,CYV,"NOM,ADJ"
chiffons,Sif§,chiffon,NOM,m,p,2.43,,0,CVCV,NOM
chiffres,SifR,chiffre,NOM,m,p,17.9,,0,CVCC,"NOM,VER"
chimères,SimER,chimère,NOM,f,p,1.21,,0,CVCVC,NOM
chiots,Sjo,chiot,NOM,m,p,1.7,,0,CYV,NOM
chiottes,SjOt,chiotte,NOM,f,p,11.66,,0,CYVC,NOM
chips,Sips,chips,NOM,,p,6.72,,1,CVCC,NOM
chirurgiens,SiRyRZj5,chirurgien,NOM,m,p,2.92,,0,CVCVCCYV,NOM
chocolats,Sokola,chocolat,NOM,m,p,3.29,,0,CVCVCV,NOM
chocs,SOk,choc,NOM,m,p,1.24,,0,CVC,"ADJ,NOM"
choix,Swa,choix,NOM,m,,113.35,,1,CYV,NOM
chômeurs,Som9R,chômeur,NOM,m,p,2.02,,0,CVCVC,NOM
choux,Su,chou,NOM,m,p,4.2,,0,CV,NOM
chrétiens,kRetj5,chrétien,NOM,m,p,6.39,,0,CCVCYV,"ADJ,NOM"
chromosomes,kRomozom,chromosome,NOM,m,p,1.2,,0,CCVCVCVC,NOM
chuchotements,SySOt°m@,chuchotement,NOM,m,p,1.79,,0,CVCVCVCV,NOM
chutes,Syt,chute,NOM,f,p,4.14,,0,CVC,"NOM,VER"
cibles,sibl,cible,NOM,f,p,4.86,,0,CVCC,NOM
cicatrices,sikatRis,cicatrice,NOM,f,p,5.42,,0,CVCVCCVC,NOM
cierges,sjERZ,cierge,NOM,m,p,1.48,,0,CYVCC,NOM
cieux,sj2,cieux,NOM,m,p,20.05,,1,CYV,NOM
cigales,sigal,cigale,NOM,f,p,1.57,,0,CVCVC,NOM
cigares,sigaR,cigare,NOM,m,p,6.52,,0,CVCVC,NOM
cigarettes,sigaREt,cigarette,NOM,f,p,26.35,,0,CVCVCVC,NOM
cigognes,sigON,cigogne,NOM,f,p,1,,0,CVCVC,NOM
cils,sil,cil,NOM,m,p,2.8,,0,CVC,NOM
cimetières,sim°tjER,cimetière,NOM,m,p,2.27,,0,CVCVCYVC,NOM
cinéastes,sineast,cinéaste,NOM,,p,1.11,,0,CVCVVCC,NOM
cinémas,sinema,cinéma,NOM,m,p,1.26,,0,CVCVCV,NOM
cinglés,s5gle,cinglé,NOM,m,p,3.49,,0,CVCCV,"VER,ADJ,NOM"
circonstances,siRk§st@s,circonstance,NOM,f,p,19.32,,0,CVCCVCCVC,NOM
circuits,siRk8i,circuit,NOM,m,p,3.24,,0,CVCCYV,NOM
ciseaux,sizo,ciseau,NOM,m,p,7.86,,0,CVCV,NOM
citations,sitasj§,citation,NOM,f,p,1.5,,0,CVCVCYV,NOM
cités,site,cité,NOM,f,p,1.56,,0,CVCV,"VER,ADJ,NOM"
citoyens,sitwaj5,citoyen,NOM,m,p,15.83,,0,CVCYVYV,NOM
citrons,sitR§,citron,NOM,m,p,2.82,,0,CVCCV,NOM
civilisations,sivilizasj§,civilisation,NOM,f,p,1.94,,0,CVCVCVCVCYV,NOM
civils,sivil,civil,NOM,m,p,8,,0,CVCVC,"ADJ,NOM"
clans,kl@,clan,NOM,m,p,1.22,,0,CCV,NOM
claques,klak,claque,NOM,,p,1.69,,0,CCVC,"NOM,VER"
claquettes,klakEt,claquette,NOM,f,p,1.61,,0,CCVCVC,NOM
classes,klas,classe,NOM,f,p,8.53,,0,CCVC,"NOM,VER"
classiques,klasik,classique,NOM,,p,1.87,,0,CCVCVC,"ADJ,NOM"
clebs,klEps,clebs,NOM,m,,2,,1,CCVCC,NOM
clefs,kle,clef,NOM,f,p,9.72,,0,CCV,NOM
clés,kle,clé,NOM,f,p,49.4,,0,CCV,NOM
clichés,kliSe,cliché,NOM,m,p,3.89,,0,CCVCV,"VER,ADJ,NOM"
clientes,klij@t,client,NOM,f,p,2.24,,0,CCVYVC,NOM
clients,klij@,client,NOM,m,p,47.03,,0,CCVYV,NOM
cliniques,klinik,clinique,NOM,f,p,1.06,,0,CCVCVC,"ADJ,NOM"
clitoris,klitoRis,clitoris,NOM,m,,1.28,,1,CCVCVCVC,NOM
cloches,klOS,cloche,NOM,f,p,10.71,,0,CCVC,"ADJ,NOM,VER"
cloisons,klwaz§,cloison,NOM,f,p,1.31,,0,CCYVCV,NOM
clones,klon,clone,NOM,m,p,1.01,,0,CCVC,NOM
clopes,klOp,clope,NOM,,p,4.08,,0,CCVC,"NOM,VER"
clous,klu,clou,NOM,m,p,6.04,,0,CCV,NOM
clubs,kl9b,club,NOM,m,p,5.52,,0,CCVC,NOM
cochonneries,koSOn°Ri,cochonnerie,NOM,f,p,4.03,,0,CVCVCVCV,NOM
cochons,koS§,cochon,NOM,m,p,8.5,,0,CVCV,"ADJ,NOM"
cocktails,kOktEl,cocktail,NOM,m,p,3.65,,0,CVCCVC,NOM
cocos,koko,coco,NOM,,p,1.84,,0,CVCV,NOM
codes,kOd,code,NOM,m,p,7.42,,0,CVC,"NOM,VER"
coeurs,k9R,coeur,NOM,m,p,15,,0,CVC,NOM
coffres,kOfR,coffre,NOM,m,p,3.38,,0,CVCC,"NOM,VER"
coïncidences,ko5sid@s,coïncidence,NOM,f,p,2.09,,0,CVVCVCVC,NOM
coings,kw5,coing,NOM,m,p,1.46,,0,CYV,NOM
coins,kw5,coin,NOM,m,p,6.08,,0,CYV,NOM
colis,koli,colis,NOM,m,,7.5,,1,CVCV,NOM
collaborateurs,kolaboRat9R,collaborateur,NOM,m,p,2.38,,0,CVCVCVCVCVC,NOM
collants,kol@,collant,NOM,m,p,2.6,,0,CVCV,"ADJ,NOM"
collègues,kolEg,collègue,NOM,,p,20.72,,0,CVCVC,NOM
colliers,kolje,collier,NOM,m,p,2.13,,0,CVCYV,NOM
collines,kolin,colline,NOM,f,p,10.79,,0,CVCVC,NOM
colombes,kol§b,colombe,NOM,f,p,1.76,,0,CVCVC,NOM
colonies,koloni,colonie,NOM,f,p,3.22,,0,CVCVCV,NOM
colonnes,kolOn,colonne,NOM,f,p,2.71,,0,CVCVC,NOM
colons,kol§,colon,NOM,m,p,1.58,,0,CVCV,NOM
cols,kOl,col,NOM,m,p,1.37,,0,CVC,NOM
combats,k§ba,combat,NOM,m,p,7.53,,0,CVCV,"NOM,VER"
combattants,k§bat@,combattant,NOM,m,p,3.43,,0,CVCVCV,"ADJ,NOM"
combinaisons,k§binEz§,combinaison,NOM,f,p,3.12,,0,CVCVCVCV,NOM
combines,k§bin,combine,NOM,f,p,2.52,,0,CVCVC,"NOM,VER"
comédiens,komedj5,comédien,NOM,m,p,2.3,,0,CVCVCYV,"ADJ,NOM"
comédies,komedi,comédie,NOM,f,p,1.23,,0,CVCVCV,NOM
commandements,kom@d°m@,commandement,NOM,m,p,2.34,,0,CVCVCVCV,NOM
commandes,kom@d,commande,NOM,f,p,11.96,,0,CVCVC,"NOM,VER"
commandos,kom@do,commando,NOM,m,p,1.38,,0,CVCVCV,NOM
commentaires,kom@tER,commentaire,NOM,m,p,5.73,,0,CVCVCVC,NOM
commérages,komeRaZ,commérage,NOM,m,p,1.36,,0,CVCVCVC,NOM
commerçants,komERs@,commerçant,NOM,m,p,2.69,,0,CVCVCCV,"ADJ,NOM"
commerces,komERs,commerce,NOM,m,p,1.01,,0,CVCVCC,NOM
commis,komi,commis,NOM,m,,2.99,,1,CVCV,"VER,NOM"
commissions,komisj§,commission,NOM,f,p,2.5,,0,CVCVCYV,NOM
communautés,komynote,communauté,NOM,f,p,1.25,,0,CVCVCVCV,NOM
communications,komynikasj§,communication,NOM,f,p,5.29,,0,CVCVCVCVCYV,NOM
communistes,komynist,communiste,NOM,,p,8.49,,0,CVCVCVCC,"ADJ,NOM"
compagnes,k§paN,compagnon,NOM,f,p,1.12,,0,CVCVC,NOM
compagnies,k§paNi,compagnie,NOM,f,p,4.88,,0,CVCVCV,NOM
compagnons,k§paN§,compagnon,NOM,m,p,7.79,,0,CVCVCV,NOM
compartiments,k§paRtim@,compartiment,NOM,m,p,1.15,,0,CVCVCCVCV,NOM
compas,k§pa,compas,NOM,m,,1.5,,1,CVCV,NOM
compatriotes,k§patRijOt,compatriote,NOM,,p,3.29,,0,CVCVCCVYVC,NOM
compétences,k§pet@s,compétence,NOM,f,p,3.86,,0,CVCVCVC,NOM
complexes,k§plEks,complexe,NOM,m,p,1.41,,0,CVCCVCC,"ADJ,NOM,VER"
complications,k§plikasj§,complication,NOM,f,p,3.58,,0,CVCCVCVCYV,NOM
complices,k§plis,complice,NOM,,p,5.19,,0,CVCCVC,"ADJ,NOM"
compliments,k§plim@,compliment,NOM,m,p,8.89,,0,CVCCVCV,NOM
comportements,k§pORt°m@,comportement,NOM,m,p,1.25,,0,CVCVCCVCV,NOM
composants,k§poz@,composant,NOM,m,p,1.35,,0,CVCVCV,"ADJ,NOM"
compresses,k§pREs,compresse,NOM,f,p,1.09,,0,CVCCVC,NOM
comprimés,k§pRime,comprimé,NOM,m,p,2.65,,0,CVCCVCV,"VER,ADJ,NOM"
compromis,k§pRomi,compromis,NOM,m,,6.26,,1,CVCCVCV,"VER,NOM"
comptes,k§t,compte,NOM,m,p,22.07,,0,CVC,"NOM,VER"
concepts,k§sEpt,concept,NOM,m,p,1.02,,0,CVCVCC,NOM
concerts,k§sER,concert,NOM,m,p,5.14,,0,CVCVC,NOM
concessions,k§sesj§,concession,NOM,f,p,1.77,,0,CVCVCYV,NOM
concitoyens,k§sitwaj5,concitoyen,NOM,m,p,3.92,,0,CVCVCYVYV,NOM
conclusions,k§klyzj§,conclusion,NOM,f,p,5.71,,0,CVCCVCYV,NOM
concours,k§kuR,concours,NOM,m,,23.89,,1,CVCVC,"VER,NOM"
concurrents,k§kyR@,concurrent,NOM,m,p,4.71,,0,CVCVCV,"ADJ,NOM"
condamnations,k§danasj§,condamnation,NOM,f,p,1.62,,0,CVCVCVCYV,NOM
condamnés,k§dane,condamné,NOM,m,p,4.96,,0,CVCVCV,"VER,ADJ,NOM"
